expression,reading,eng_meaning,chi_meaning,level,guid
生える,はえる,"to grow, to spring up; to cut (teeth)",生長，萌發；長牙,N3,H`:KnzwCJZ
墓,はか,"grave, tomb",墳墓，陵墓,N3,"wyd?,|D3$8"
馬鹿,ばか,"fool, idiot",傻瓜，白痴,N3,NNq|t=8Aut
博士,はかせ,"doctorate, PhD., doctor",博士，哲學博士，醫生,N3,ya}G1t{rx^
計る,はかる,"to measure, to weigh, to survey",測量，稱重，調查,N3,r=0WeQKi!d
量る,はかる,"to measure, to weigh, to survey",測量，稱重，調查,N3,CRts&/>]cr
測る,はかる,"to measure, to weigh, to survey",測量，稱重，調查,N3,E)0?EIUz7g
掃く,はく,"to sweep, to brush, to gather up",掃，刷，收集,N3,vSCJIFU380
吐く,はく,"to throw up, to vomit",嘔吐,N3,wVP@*4xm(:
拍手,はくしゅ,"clapping hands, applause",鼓掌，掌聲,N3,QlF4N)gbDJ
莫大,ばくだい,"enormous, vast",巨大，廣闊,N3,E~?/H3*fy6
爆発,ばくはつ,"explosion, detonation, eruption",爆炸、爆燃、噴發,N3,g9VYFn:WwV
博物館,はくぶつかん,museum,博物館,N3,LpU/`O$e<h
激しい,はげしい,"violent, vehement, intense",激烈的，猛烈的，強烈的,N3,v6}uu]rF:b
はさみ,はさみ,scissors,剪刀,N3,eD|fBc0re3
破産,はさん,(personal) bankruptcy,（個人）破產,N3,f7-bX^)CWC
端,はし,"end (e.g., of street), edge, margin",末端（例如街道的末端）、邊緣、邊,N3,lap$^>s}*W
始まり,はじまり,"origin, beginning",起源，開始,N3,I]JL:M+y+M
パス,パス,"path, pass (in games)",路徑，傳球（遊戲中）,N3,hnnWC$6?3f
外す,はずす,"to unfasten, to remove",解開，移除,N3,nj2An#}L(c
パスポート,パスポート,passport,護照,N3,jjzXZ[V)~Q
外れる,はずれる,"to be disconnected, to be out (e.g., of gear)",斷開連接，脫離（例如，脫離裝備）,N3,r]URt`fp_5
旗,はた,flag,旗幟,N3,dNY/1a;w#%
肌,はだ,skin,皮膚,N3,gmj^ZD0zR@
裸,はだか,"naked, nude",裸體,N3,O|p6i=|2+#
畑,はたけ,"field, patch",田地，補丁,N3,rk<p3A[!PW
働き,はたらき,"work, labor",工作，勞動,N3,G[F:Wb:]Y%
バッグ,バッグ,bag,包包,N3,^7.n+J;iq
発見,はっけん,"discovery, detection, finding",發現、探測、找到,N3,e1V)m7Fw)7
発行,はっこう,issue (publications),期刊（出版品）,N3,O3&*)a48ia
発車,はっしゃ,departure of a vehicle,車輛離開,N3,ml<@&G38CG
発射,はっしゃ,"firing, shooting, discharge",射擊、發射,N3,F/fE`P6yl-
罰する,ばっする,"to punish, to penalize",懲罰，處罰,N3,hbPUdBho_q
発達,はったつ,"development, growth",發展、成長,N3,Fi-WS4m5Vq
ばったり,ばったり,(to meet) by chance,偶然相遇,N3,hf@ltuFXs9
発展,はってん,"development, growth, progress",發展、成長、進步,N3,niC<3l*Uz&
発表,はっぴょう,announcement; publication; presentation,公告；出版品；演示,N3,q#5&i-N|DX
発明,はつめい,invention,發明,N3,"m%u/3I%I,u"
派手,はで,"showy, flashy, gaudy",浮誇的，艷麗的，俗豔的,N3,t&Cvj}ttRu
話し合う,はなしあう,"to discuss, to talk together",一起討論，交談,N3,nVR8y%BClP
離す,はなす,"to part, to separate",分開，分離,N3,"zQ6Rm,}F5G"
放す,はなす,"to separate, to set free",分離，釋放,N3,P8H2t4/rp$
離れる,はなれる,"(something, someone) separates; parts from; to be apart",（某物、某人）分離；分開；脫離,N3,Gk<MF_X=YD
放れる,はなれる,"to leave, to get free, to cut oneself off",離開，獲得自由，斷絕關係,N3,pQ8K=L1K+c
羽,はね,wing,翼,N3,LCMy2UZmN
羽根,はね,feather,羽毛,N3,IFw6^-Jg|1
幅,はば,"width, breadth",寬度，寬度,N3,yuqlNtOC6P
母親,ははおや,mother,母親,N3,gl#dQh*e=R
省く,はぶく,"to omit, to eliminate",省略，刪除,N3,hA|}BeGd!`
場面,ばめん,"scene, setting (e.g., of novel)",場景，背景（例如，小說中的場景）,N3,wCW&}Thr>1
流行る,はやる,"to be popular, to come into fashion",受歡迎，成為時尚,N3,l+WfR9cGsI
腹,はら,"abdomen, belly, stomach",腹部、肚子、胃,N3,sfZ+Z?`&!R
原,はら,"field, plain",田野，平原,N3,c<(AEgR!*z
バランス,バランス,balance,平衡,N3,QVn*9^P55E
針,はり,"needle, hand (e.g., clock)",針，指針（例如，時鐘）,N3,QA`E9TI{mo
範囲,はんい,"extent, scope, range",範圍、程度、範圍,N3,r:1!2<WUUN
反抗,はんこう,"opposition, resistance",反對，抵抗,N3,"IDJ,GPHc09"
犯罪,はんざい,crime,犯罪,N3,h9%1~S`/5q
ハンサム,ハンサム,handsome,英俊的,N3,F8GaX2S*6r
反省,はんせい,"reflection, reconsideration, regret",反思、重新考慮、後悔,N3,jl_=K>.y=r
判断,はんだん,"judgment, decision",判斷、決定,N3,v@gzHM&*wS
犯人,はんにん,"offender, criminal",罪犯，罪犯,N3,KepmoPPwL&
販売,はんばい,"sale, selling, marketing",銷售、推銷、行銷,N3,c`5qHhM#2.
灯,ひ,light,光,N3,I||i~_;O|L
ビール,ビール,beer,啤酒,N3,l^Yo8c$buu
被害,ひがい,damage,損害,N3,tAfC4<pK2g
比較,ひかく,comparison,比較,N3,JGY{<0z3/z
ピクニック,ピクニック,picnic,野餐,N3,oc^zhI)pBK
悲劇,ひげき,tragedy,悲劇,N3,EzhU5X_S}(
飛行,ひこう,"aviation, flight",航空，飛行,N3,rAR4=4~Jb^
膝,ひざ,"knee, lap",膝蓋，大腿,N3,I?$>s3Mj7%
非常,ひじょう,"emergency, extraordinary, unusual",緊急的，特殊的，異常的,N3,jIVGL0x@qc
美人,びじん,beautiful person (woman),美麗的人（女人）,N3,g|cQb(%])I
額,ひたい,"forehead, brow",額頭，眉毛,N3,K}(BncWd~a
日付,ひづけ,"date, dating",約會，約會,N3,jl00WKL;dH
引越し,ひっこし,"moving, changing residence",搬家，變更住址,N3,"rxV,INx<Hk"
必死,ひっし,"desperation, frantic, inevitable result",絕望，瘋狂，不可避免的結果,N3,nC7R$*m=)e
ぴったり,ぴったり,"exactly, neatly, sharp",精確、整齊、銳利,N3,gEO0@gf40A
引っ張る,ひっぱる,"to pull, to stretch, to drag",拉，伸展，拖曳,N3,FzRJSNQfTY
否定,ひてい,"negation, denial",否定，否認,N3,hq]bB}D.D
ビデオ,ビデオ,video tape; VCR,錄影帶；錄影機,N3,fVfQ41zUR-
一言,ひとこと,one word,一個字,N3,cb)`=-[#ld
人込み,ひとごみ,crowd of people,人群,N3,ew])gT]]&]
等しい,ひとしい,equal,平等的,N3,g*T^:&)[`f
独り,ひとり,"alone, unmarried",單身，未婚,N3,CIC9}ZNl+]
一人一人,ひとりひとり,"one by one, each",一個接一個，每個,N3,g/LDWyd~bV
批判,ひはん,criticism,批評,N3,sSt}v%TolX
批評,ひひょう,"criticism, review, commentary",批評、評論、評述,N3,nZusJ0/%}S
秘密,ひみつ,"secret, secrecy",秘密，保密,N3,K8:/c`_D0>
微妙,びみょう,"delicate, subtle",精緻，微妙,N3,y[W__*[UUc
紐,ひも,"string, cord",繩子，線,N3,p`?=+t<[ZR
冷やす,ひやす,"to cool, to refrigerate",冷卻，冷藏,N3,DSr^r:qjw.
費用,ひよう,"cost, expense",成本、費用,N3,r1KmsC-Y<P
表,ひょう,"table (e.g., Tab 1), chart, list",表格（例如，表 1）、圖表、列表,N3,C+2G67mxr#
秒,びょう,second (60th min),第二（60分鐘）,N3,yX.tO*9QI!
評価,ひょうか,"assessment, evaluation",評估、評價,N3,u;D]S#_>Xe
表現,ひょうげん,"expression, presentation",表達、呈現,N3,luB++%rSgA
表情,ひょうじょう,facial expression,表情,N3,hyoeK91[Bh
平等,びょうどう,"equality, impartiality, evenness",平等、公正、公平,N3,AJ(ugjSc/!
評判,ひょうばん,"fame, reputation",名聲、聲望,N3,wS@|p-w%.R
表面,ひょうめん,"surface, outside, face",表面、外側、臉,N3,u`tQMUrn$Y
広がる,ひろがる,"to spread (out), to extend, to stretch, to reach to, to get around",展開，延伸，伸展，到達，繞行,N3,uwnemtdnp7
広げる,ひろげる,"to spread, to extend, to expand, to enlarge",擴散，延伸，擴張，擴大,N3,",acb]qNE)"
広める,ひろめる,"to broaden, to propagate",擴大，傳播,N3,A(+H=R:mLS
品,ひん,"goods; taste, elegance",商品；品味，優雅,N3,G((JK!Y$Y=
瓶,びん,bottle,瓶子,N3,s2SgOi7f``
便,びん,"way, means; flight",方式，途徑；航班,N3,"hW&&,9z!hz"
ピン,ピン,pin,別針,N3,w[{)#&AAgf
不,ふ,"un(~), non(~), negative prefix",un(~)、non(~)、負前綴,N3,DaVjdKEUb@
不,ぶ,"un(~), non(~), negative prefix",un(~)、non(~)、負前綴,N3,xWoO+hKXb|
無,ぶ,"nothing, naught, nil, zero",無，零，無，零,N3,"F0,T~)w`pd"
分,ぶ,"dividing, part",分割，部分,N3,o4et&;Hn=[
不安,ふあん,"anxiety, uneasiness",焦慮、不安,N3,B.}P5XzBC<
風景,ふうけい,scenery,風景,N3,K|bB_b5g2q
夫婦,ふうふ,"married couple, husband and wife",已婚夫婦，丈夫和妻子,N3,vE=+[H1Y=?
笛,ふえ,"flute, whistle",笛子，哨子,N3,j~98+xAGu/
不可,ふか,"wrong, bad, impossible",錯誤，糟糕，不可能,N3,c4*Ann{K[p
深まる,ふかまる,to deepen,加深,N3,nFYj_QbHY$
武器,ぶき,"weapon, arms",武器，軍械,N3,"k{:ASZ}`4,"
拭く,ふく,"to wipe, to dry",擦拭，晾乾,N3,C+1a]]!)6B
服装,ふくそう,"clothes, attire",衣服、服飾,N3,zfH3Izi6=g
含む,ふくむ,"to contain, to include",包含，包括,N3,qU@`!oQ_~}
含める,ふくめる,to include,包括,N3,Lp<OS_$:v^
袋,ふくろ,"bag, sack",袋子，麻袋,N3,fF&Fkk&[N(
不幸,ふこう,"unhappiness, sorrow, misfortune",不幸、悲傷、不幸,N3,n27gAU4MS<
節,ふし,"tune, tone, knob",調音、音調、旋鈕,N3,meTR#p8LaO
無事,ぶじ,"safety, peace",安全，和平,N3,c|X1eKToE(
不思議,ふしぎ,"mystery, curiosity",神秘，好奇心,N3,i2aoaA[Rbt
不自由,ふじゆう,"discomfort, disability, inconvenience",不適、殘疾、不便,N3,OXxKs56cIo
夫人,ふじん,"wife, Mrs, madam",妻子，夫人，女士,N3,"L,Jr>b/Q=,"
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),女（與女性（じょせい）、女の人（おんなのひと）相同）,N3,MGNGYZeM?*
不正,ふせい,"injustice, unfairness",不公正，不公平,N3,J.&5HDb8II
防ぐ,ふせぐ,"to defend (against), to protect, to prevent",防禦（對抗），保護，阻止,N3,O_+;lEJg#]
不足,ふそく,"insufficiency, shortage",不足，短缺,N3,Ip|9ih@[9P
舞台,ぶたい,stage (theater),舞台（劇院）,N3,rkMf{ZSRD@
双子,ふたご,"twins, a twin",雙胞胎，一個雙胞胎,N3,Bb6Pii78=4
再び,ふたたび,"again, once more, a second time",再一次，第二次,N3,C$(!v<U~%+
普段,ふだん,"in everyday situations, usually, ordinarily",在日常生活中，通常，一般,N3,scK7$1)*7n
縁,ふち,"edge, rim",邊緣，輪圈,N3,Nc2^vNEcht
打つ,ぶつ,"to hit, to strike",擊打，猛擊,N3,rp}j9GjVWq
不通,ふつう,"blockade, interruption, stoppage",封鎖、中斷、停止,N3,qN|Fjh.;To
物価,ぶっか,(commodity/consumer) prices,（商品/消費品）價格,N3,ihU<14Ch9m
ぶつかる,ぶつかる,"to strike, to collide with",撞擊，與…相撞,N3,l|QjAIGc3_
ぶつける,ぶつける,"to knock, to strike hard, to hit and attack",敲擊，猛擊，攻擊,N3,F|EgJ%pFG_
物質,ぶっしつ,"material, substance",物質,N3,Au^iDD.N(f
物理,ぶつり,physics,物理,N3,vOwM[uj*81
筆,ふで,writing brush,毛筆,N3,AAA2r[Yuck
ふと,ふと,"suddenly, accidentally, incidentally",突然地，意外地，順便,N3,ueC<>j12PB
部分,ぶぶん,"portion, section, part",部分、章節、部件,N3,"iSJ`*:5M,+"
不平,ふへい,"complaint, discontent, dissatisfaction",抱怨、不滿、不滿意,N3,xl2t9%M;*h
不満,ふまん,"dissatisfaction, discontent, complaints",不滿、怨恨、抱怨,N3,I5+Cu{SM(2
増やす,ふやす,"to increase (v.t.), to add to",增加（動詞），添加到,N3,Ar(_{MW+^n
殖やす,ふやす,"to increase, to add to",增加，添加到,N3,yaa{zbSv|8
プラス,プラス,plus,加,N3,IhKRA}1l&s
プラスチック,プラスチック,plastic,塑膠,N3,fkV!PD4#0R
プラン,プラン,plan,計劃,N3,E)+h>:kQ+P
不利,ふり,"disadvantage, drawback",缺點，不足,N3,uWj1Y*sKn!
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)",揮動，搖晃；灑；投擲（演員）,N3,"re,?~GZ/4O"
震える,ふるえる,"to shiver, to shake, to quake",顫抖，搖晃，震顫,N3,"E(?h_-A^M,"
ブレーキ,ブレーキ,a brake,煞車,N3,J$]6GJ*G:F
触れる,ふれる,"to touch, to feel, to violate",觸摸，感受，侵犯,N3,GdRl?vrR-7
プロ,プロ,professional,專業的,N3,r@c|.GwEZG
分,ぶん,"dividing, part, segment",分割，部分，片段,N3,B<D}`v5/5#
文,ぶん,sentence,句子,N3,rA-6gilLFb
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance",氛圍（例如，音樂氛圍）、情緒、環境,N3,u~WAeLx^(1
分析,ぶんせき,analysis,分析,N3,BW:70ufQAS
文明,ぶんめい,civilization,文明,N3,sa[`h{Q=[9
分野,ぶんや,"field, sphere",場，球體,N3,H9@l-COvuo
塀,へい,"wall, fence",牆，柵欄,N3,b`Q#tC3%LL
平均,へいきん,"equilibrium, balance, average",平衡，均衡，平均值,N3,"Ipp8-,$Ihp"
平和,へいわ,peace,和平,N3,pDR:k1Uvab
別に,べつに,"(not) particularly, nothing",（不）特別，沒什麼,N3,N>j!Oh:%5^
減らす,へらす,"to decrease, to diminish",減少，減弱,N3,L|9vM+.g[_
減る,へる,"to decrease (in size or number), to diminish",減少（大小或數量），減弱,N3,M^Mg^hFF~i
ベルト,ベルト,Belt for western clothes,西式服裝腰帶,N3,GTcb.}|Giw
変化,へんか,"change, variation, shift",變化、變異、轉變,N3,j9UWX/@2ih
ペンキ,ペンキ,paint,畫,N3,DLO8LLG3|x
変更,へんこう,"change, modification, alteration",改變、修改、變更,N3,bB&QqdWqmy
ベンチ,ベンチ,bench,長椅,N3,"l,WHbG]2JH"
弁当,べんとう,box lunch,便當,N3,zNBqv(&}s^
方,ほう,side,邊,N3,gma?L!#ps{
法,ほう,Act (law: the X Act),法案（法律：X 法案）,N3,okCQ@hxlIS
棒,ぼう,"pole, rod, stick",桿、竿、棍,N3,funENr~TQC
冒険,ぼうけん,"risk, venture, adventure",風險、冒險、探險,N3,Fyl;77x&X*
方向,ほうこう,"direction, course, way",方向、路線、道路,N3,QgNti^#[oD
報告,ほうこく,"report, information",報告、資訊,N3,y4Y?|#~uOX
宝石,ほうせき,"gem, jewel",寶石，珠寶,N3,Dj6XgRBu}x
包装,ほうそう,"packing, wrapping",包裝，包裹,N3,Otsl}ZzWXb
豊富,ほうふ,"abundance, plenty",豐富，充足,N3,Cs6%u[Qn0$
方法,ほうほう,"method, means, technique",方法、手段、技術,N3,isN8<2KrA#
方々,ほうぼう,"here and there, everywhere",這裡那裡，到處,N3,wl^OUsh)0d
訪問,ほうもん,"call, visit",電話、拜訪,N3,hsC[X6BGUF
吠える,ほえる,"to bark, to howl",吠叫，嚎叫,N3,r$WR%olfa6
ボーイ,ボーイ,porter; boy,搬運工；男孩,N3,Im8]7VT7{#
ボート,ボート,rowing boat,划艇,N3,xMp/lL<RR-
ホーム,ホーム,platform; home,平台；首頁,N3,EyGV_xL&38
ボール,ボール,ball; bowl,球；碗,N3,CO}gO)BA1a
他,ほか,other (esp. places and things),其他（尤指地點和事物）,N3,vw>|`^Bt^u
誇り,ほこり,pride,自豪,N3,yj*)/<J;Jj
埃,ほこり,dust,灰塵,N3,AO.~g!:dGf
保証,ほしょう,"guarantee, assurance, warranty",保證、擔保、保固,N3,oroU@#(;}/
保存,ほぞん,"preservation, conservation",保護、保育,N3,hSWOh8}x1v
歩道,ほどう,walkway,人行道,N3,oWq+gh5t1f
仏,ほとけ,Buddha,佛,N3,r;K:#?B1W_
骨,ほね,bone,骨,N3,F)(n<tky^7
炎,ほのお,flame,火焰,N3,td^&#ApIPe
頬,ほほ,cheek (of face),臉頰（臉部）,N3,MW?sJAMVg:
頬,ほお,cheek (of face),臉頰（臉部）,N3,eOL%=W-J#7
ほぼ,ほぼ,"almost, roughly",幾乎，大致,N3,d^=kc;gm+o
微笑む,ほほえむ,to smile,微笑,N3,wVB=qNZz4J
堀,ほり,"moat, canal",護城河，運河,N3,FxbDaPc9#x
濠,ほり,moat,護城河,N3,tU(_Pmvb9R
本当,ほんと,"truth, reality",真相，現實,N3,b&f5kLt[Ac
本人,ほんにん,the person himself,本人,N3,I0[E+qY%jw
本物,ほんもの,genuine article,正品,N3,yGED#ay|.7
ぼんやり,ぼんやり,"dim, faint, vague",昏暗、微弱、模糊,N3,Bu_{)ZzPr#
間,ま,"space, room, pause",空間、房間、停頓,N3,_MKZD^wW5
まあ,まあ,well (used when making a modest or hesitant statement),嗯（用來表達謙虛或猶豫的語氣）,N3,gK]=+G-`a3
マーケット,マーケット,market,市場,N3,"z,Yj6>]ZS]"
マイク,マイク,mic,麥克風,N3,r0v`jqD@%T
迷子,まいご,lost (stray) child,走失兒童,N3,FT#CRKr^or
マイナス,マイナス,minus,減,N3,d7Qaj7)8Wq
任せる,まかせる,"to entrust to another, to leave to",委託他人，留給,N3,L[Sv^|TveX
巻く,まく,"to wind, to coil, to roll",纏繞，盤繞，捲起,N3,bZ[[^glA1W
蒔く,まく,to sow (seeds),播種（種子）,N3,H=Zk$-##fv
撒く,まく,"to scatter, to sprinkle, to sow",撒播，灑落，播種,N3,elIwgF9#tO
幕,まく,"curtain, act (in play)",幕布，幕（戲劇中）,N3,p/poyGf`R=
負け,まけ,"defeat, loss",失敗，損失,N3,Gm;-Q!$V98
孫,まご,grandchild,孫子,N3,IHHk^Ab_ve
まさか,まさか,by no means,絕不,N3,M*J/_!BP[F
まさに,まさに,"correctly, surely",沒錯，當然。,N3,PW-SB}B+g9
混ざる,まざる,"to be mixed, to mingle with",混合，與…混雜,N3,r;?[!)ts`(
交ざる,まざる,"to be mixed, to mingle with",混合，與…混雜,N3,4K$w~U;He
混じる,まじる,"to be mixed, to mingle with",混合，與…混雜,N3,"d#EkI,dbkR"
交じる,まじる,"to be mixed, to mingle with",混合，與…混雜,N3,Ek]^@FM&X:
増す,ます,"to increase, to gain",增加，獲得,N3,igA/Wx5uJY
貧しい,まずしい,"poor, needy",貧窮的，需要幫助的,N3,yhxCEWNSqv
マスター,マスター,"bar owner, master (e.g., arts, science)",酒吧老闆，碩士（例如，藝術、科學）,N3,wPc=w@;W9x
ますます,ますます,"increasingly (same as もっと), more and more",越來越多（與もっと相同），越來越多,N3,tuWAGYc>]J
混ぜる,まぜる,"to mix, to stir",混合，攪拌,N3,J@;szQ>5H7
交ぜる,まぜる,"to be mixed, to be blended with",要混合，要與…混合,N3,PxviWu8b^f
街,まち,"town; street, road",城鎮；街道，道路,N3,HfD?AV.2#Q
間違い,まちがい,mistake,錯誤,N3,BDS-:};NM$
松,まつ,pine tree,松樹,N3,q{u(t.GeD(
真っ赤,まっか,"deep red, flushed (of face)",臉紅,N3,NaIP;.$n/b
全く,まったく,"really, completely",真的，完全,N3,N~j_lRE~H>
祭,まつり,"festival, feast",節日，盛宴,N3,b~w=W0;TL7
まとまる,まとまる,"to be collected, to be settled, to be in order",待收集，待解決，待安排,N3,x(|HBhj.8
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion",整理，收集，結束,N3,iFaV|KCNxw
学ぶ,まなぶ,to learn; to study,學習；研究,N3,E-![dvkug}
真似,まね,"mimicry, imitation, behavior",模仿、模仿行為,N3,Ha/*s9C{]A
招く,まねく,to invite,邀請,N3,rQ0-*9mHkN
まぶしい,まぶしい,"dazzling, radiant",耀眼奪目，光芒四射,N3,JQkYs:8mnj
柵,さく,"fence, paling",柵欄，木板,N3,y#vU&Fd{*`
裂ける,さける,"to split, to tear, to burst",裂開，撕裂，爆裂,N3,duhUDkU~WK
裁く,さばく,to judge,判斷,N3,xRke1sza<m
酸化,さんか,oxidation,氧化,N3,D1MP^#_z1B
死,し,"death, decease",死亡，逝世,N3,t06OltNZyD
資格,しかく,"qualifications, requirements, capabilities",資格、要求、能力,N3,wi++wC}pSU
視覚,しかく,"sense of sight, vision",視覺,N3,E=/?Opn_[&
指揮,しき,"command, direction",命令，方向,N3,I~OJZxTkqT
磁気,じき,magnetism,磁性,N3,"c,aD*!!MOk"
磁器,じき,"porcelain, china",瓷器，中國瓷器,N3,Q82E>*!xNX
自己,じこ,"self, oneself",自我，自己,N3,:az?1DOih
字体,じたい,"font, lettering",字體，字形,N3,jz(I1Q*KVQ
辞退,じたい,refusal,拒絕,N3,s^yuvY0jMN
視点,してん,"opinion, point of view, visual point",觀點、視角、視覺觀點,N3,"fg,X`JJ|Co"
脂肪,しぼう,"fat, grease",脂肪，油脂,N3,z48jHbiC_$
志望,しぼう,"wish, desire, ambition",願望、渴望、抱負,N3,r-E-GUEXsY
衆,しゅう,"masses, people",群眾，人民,N3,rXpmbk8=bE
住,じゅう,"dwelling, living",住所，生活,N3,Gr~DDJR6l}
修飾,しゅうしょく,ornamentation; modification (gram),裝飾；修飾（克）,N3,O}Nr9R^}M5
私用,しよう,"personal use, private business",個人用途，私人業務,N3,BnE{ivc`n=
仕様,しよう,"way, method, specification",方法、途徑、規範,N3,oE!*S&aFqD
情,じょう,"feelings, emotion, passion",感覺、情緒、激情,N3,bl3-{=5!X[
生涯,しょうがい,one's lifetime,人生,N3,Pie[%Re:m6
上司,じょうし,one's superior,一個人的上級,N3,u|7SjLmC*W
正体,しょうたい,"natural shape, one's true colors, true character",自然形態，真我本色，真性情,N3,PK*KgnJaC
照明,しょうめい,illumination,照明,N3,D&z&8>sgOU
女史,じょし,Ms.,多發性硬化症。,N3,"b7C,wG{C22"
助詞,じょし,"(gram) particle(s), postposition",（克）粒子，後置,N3,"MG<?XdN0,Z"
ショック,ショック,shock,震驚,N3,Od5f@HtWc-
進行,しんこう,advance,進步,N3,i:ZPt9q4?b
新興,しんこう,"rising, developing, emergent",上升的，發展的，新興的,N3,e=XTe9$}W6
振興,しんこう,"promotion, encouragement",推廣、鼓勵,N3,w.^ogJW1(4
申告,しんこく,"report, statement",報告、聲明,N3,bpPy/Tdvi5
真理,しんり,truth,真相,N3,o~g13?^$If
水洗,すいせん,flushing,沖洗,N3,uGMalIYW7L
ストレス,ストレス,stress,壓力,N3,.v(A*gC%Q
擦る,する,"to rub, to chafe",摩擦，擦傷,N3,BR[lU_Z<4K
正規,せいき,"regular, legitimate",正規、合法,N3,qB)0/c?(Sj
精巧,せいこう,"elaborate, delicate, exquisite",精緻、優美、華麗,N3,O4>$NE8IPr
精算,せいさん,"exact calculation, adjustment",精確計算，調整,N3,ovctUT)$>z
成年,せいねん,"majority, adult age",大多數人，成年人,N3,xePq0XBgP_
声明,せいめい,"declaration, statement, proclamation",聲明、宣言、公告,N3,B$[eh>:mkl
姓名,せいめい,full name,姓名,N3,C]0w+PhetE
生理,せいり,"physiology, menses",生理學，月經,N3,f73PQXWx7=
節,せつ,"when, if; section; clause",何時；如果；章節；條款,N3,oxQV.29qE;
膳,ぜん,"(small) table, tray, meal",（小）桌子、托盤、餐,N3,p1wC]g~$`W
禅,ぜん,Zen (Buddhism),禪）,N3,iyz0<Gw>w^
選挙,せんきょ,election,選舉,N3,"E:w+vZ=[*,"
先行,せんこう,"preceding, going first",首先，先行,N3,H}S`T5a4|Z
選考,せんこう,"selection, screening",選擇、篩選,N3,f>TTKs[_O7
相,そう,"aspect, phase, countenance",方面、階段、容貌,N3,"uspMV-,ze1"
沿う,そう,"to run along, to follow",沿著跑，跟隨,N3,p/frNLfSx`
添う,そう,"to accompany, to comply with",伴隨，遵守,N3,hF`[B^>-hS
僧,そう,"monk, priest",僧侶，牧師,N3,yw]w|=zm=s
像,ぞう,"statue, image",雕像，圖像,N3,nI=^X@DZIN
捜査,そうさ,"search (esp. in criminal investigations, investigation)",搜索（尤指刑事調查、偵查）,N3,"uDX,}/x@{/"
操縦,そうじゅう,"management, control, manipulation",管理、控制、操縱,N3,M>/Rq`boN-
創造,そうぞう,creation,創建,N3,"dp,2/)bOJR"
隊,たい,"party, troops",黨，軍隊,N3,oOV`L+=72#
退学,たいがく,dropping out of school,輟學,N3,A4yM&A#+4L
タイトル,タイトル,title,標題,N3,C>q:RF*.r8
ダウン,ダウン,down,向下,N3,P@qEmViSUu
高まる,たかまる,to rise; to grow; to mount (v.i.),上升；生長；攀升（不及物動詞）,N3,p=9SjD]i]q
断つ,たつ,"to sever, to cut off",切斷，切掉,N3,P?^bp-(y]k
盾,たて,shield,盾,N3,ol51jAu^|h
例え,たとえ,example; even though,例如；即使,N3,vD1pJmAKj2
チャイム,チャイム,chime,鐘聲,N3,MQLqaV0IiT
挑戦,ちょうせん,"challenge, defiance",挑戰，反抗,N3,Fo2(&vWuR<
治療,ちりょう,medical treatment,醫療,N3,yw{9Y;C!G/
対,つい,"pair, couple, set",一對，一對，一套,N3,C;9I#$4SFJ
接ぐ,つぐ,to join; to piece together; to set (bones); to graft (trees),連接；拼接；固定（骨頭）；嫁接（樹木）,N3,iNY(7WR;G%
継ぐ,つぐ,to succeed (someone in a business or inheritance,成功（指在商業或繼承方面取得成功）,N3,L=(nKj-342
摘む,つむ,"to pluck, to pick, to trim",摘取，挑選，修剪,N3,F?B0wE`T~h
露,つゆ,dew,露,N3,nf%]9K}w$o
強まる,つよまる,"to get strong, to gain strength",變得強壯，獲得力量,N3,"c,02yf|3E;"
強める,つよめる,"to strengthen, to emphasize",加強，強調,N3,r51ril#).:
データ,データ,data,數據,N3,mIV8F#]3m7
デザイン,デザイン,design,設計,N3,L|t?~XL)K}
デザート,デザート,dessert,甜點,N3,bL1L]V?.Fr
転校,てんこう,change schools,轉學,N3,OJyP}KWKG|
伝言,でんごん,verbal message,口頭訊息,N3,GvqvJ@T>v!
と,と,and,和,N3,M:Axq>|(Kg
問う,とう,"to ask, to question",問，質疑,N3,liQ|$R<T6G
棟,とう,ridge (of roof,屋脊,N3,DbAa])9/F(
倒産,とうさん,"(corporate) bankruptcy, insolvency",（公司）破產，無力償債,N3,z@^@3D{^xO
同士,どうし,"one another, companion, comrade",彼此，同伴，同志,N3,LZ;*se^02u
同志,どうし,"same mind, comrade, kindred soul",志同道合，同志，知己,N3,hK!%#l^Nm>
当然,とうぜん,obvious; natural,顯而易見的；自然的,N3,cz-NMt}<Am
動揺,どうよう,"disturbance, flutter shock",擾動，顫動,N3,A!=y9>sh0L
説く,とく,"to explain, to advocate",解釋，倡議,N3,oUk1CBesl;
綴じる,とじる,"to bind, to file",裝訂，歸檔,N3,]ZHD4IQ@J
供,とも,"accompanying, attendant, companion, retinue",隨從，侍從，同伴，隨從,N3,sml:7Y1}f0
並,なみ,"medium (e.g., food serving size, quality, price, etc.), ordinary",中（例如，食物份量、品質、價格等），普通,N3,w_{us|Bt(V
慣らす,ならす,to accustom,習慣,N3,KYq0Q{!HJ_
馴らす,ならす,"to domesticate, to tame",馴服，馴服,N3,OBi-;rN&v.
難,なん,"difficulty, hardships, defect",困難、艱辛、缺陷,N3,HB%n)kg>!j
